Brand,Description,Price,Size,Volume,Classification,PurchasePrice,VendorNumber,VendorName
10728,Tercos Malbec Mendoza,12.49,750mL,750,2,4.79,90017,THE IMPORTED GRAPE LLC     
10735,Ch Beauchene Rose,13.99,750mL,750,2,9.39,10754,PERFECTA WINES             
10750,Gattinara Travaglini,27.99,750mL,750,2,17.99,4425,MARTIGNETTI COMPANIES
10766,Moillard Ch d'Eau VDP Rose,15.99,750mL,750,2,9.58,10754,PERFECTA WINES             
10792,Perrier Jouet Fleur Rose,169.9,750mL,750,2,107.48,17035,PERNOD RICARD USA          
10874,Cantine Maschio Prosecco Brt,10.99,750mL,750,2,7.53,516,BANFI PRODUCTS CORP        
10895,Schmitt Sohne Relax Mosel,19.99,1500mL,1500,2,13.51,9552,M S WALKER INC             
10927,Barefoot Sparklng Pnt Grigio,9.99,750mL,750,2,6.57,3252,E & J GALLO WINERY         
10931,Bridlewood Chard Monterey,11.99,750mL,750,2,8.27,3252,E & J GALLO WINERY         
10957,Seaglass Svgn Bl Snt Barbara,8.99,750mL,750,2,6.12,8892,TRINCHERO FAMILY ESTATES   
11003,Klinker Brick Farrah Syrah,18.99,750mL,750,2,11.25,9552,M S WALKER INC             
11029,M Molitor Spatlese Mosel,25.99,750mL,750,2,17.8,9552,M S WALKER INC             
11067,Sterling Chard,15.99,750mL,750,2,8.24,1590,DIAGEO CHATEAU ESTATE WINES
11089,Jaboulet Cts Rhone Parl Rose,11.99,750mL,750,2,6.86,9744,FREDERICK WILDMAN & SONS   
11141,C K Mondavi Chard,9.99,1500mL,1500,2,5.55,2000,SOUTHERN WINE & SPIRITS NE 
11152,Stemmari Pt Nr,7.99,750mL,750,2,5.26,9165,ULTRA BEVERAGE COMPANY LLP 
11196,Angelini Pnt Grigio Veneto,10.99,750mL,750,2,5.88,7153,PINE STATE TRADING CO      
11199,Carpene Malvolti Prosecco,14.99,750mL,750,2,9.8,7153,PINE STATE TRADING CO      
11200,Palagetto Vernaccia Gimigano,14.99,750mL,750,2,9.26,7153,PINE STATE TRADING CO      
11213,Meiomi Pnt Nr,19.99,750mL,750,2,12.66,1392,CONSTELLATION BRANDS INC   
11214,Caymus Cab Svgn Napa Vly,74.99,750mL,750,2,50.33,4425,MARTIGNETTI COMPANIES
11219,Josh Cellars Cab Svgn Sonoma,12.99,750mL,750,2,8.44,4425,MARTIGNETTI COMPANIES
11227,Girard Svgn Bl Napa Vly,16.99,750mL,750,2,9.73,4425,MARTIGNETTI COMPANIES
11238,Willamette Whole Clst Pnt Nr,20.99,750mL,750,2,13.24,2000,SOUTHERN WINE & SPIRITS NE 
11296,Herzog Kosher Merlot,13.99,750mL,750,2,9.58,9165,ULTRA BEVERAGE COMPANY LLP 
11310,Beaulieu Tapestry 05 Rsv,58.99,750mL,750,2,38.31,1590,DIAGEO CHATEAU ESTATE WINES
11320,Edna Valley Paragon Svgn Bl,11.99,750mL,750,2,7.74,3252,E & J GALLO WINERY         
11333,Herzog Kosher Cab Svgn,13.99,750mL,750,2,9.2,9165,ULTRA BEVERAGE COMPANY LLP 
11337,Freemark Abbey Merlot Napa,25.99,750mL,750,2,17.44,9552,M S WALKER INC             
11340,Herzog Kosher Chard,13.99,750mL,750,2,9.2,9165,ULTRA BEVERAGE COMPANY LLP 
11353,Latour Meursault AC Blanc,50.99,750mL,750,2,31.75,9552,M S WALKER INC             
11354,Paso a Paso Tempranillo,9.99,750mL,750,2,6.57,9552,M S WALKER INC             
11367,Two Oceans WstrnCape Svgn Bl,9.99,750mL,750,2,6.07,9165,ULTRA BEVERAGE COMPANY LLP 
11372,Au Petit Bonheur Pallieres R,22.99,750mL,750,2,10.27,4425,MARTIGNETTI COMPANIES
11414,Beringer Classic Moscato,5.99,750mL,750,2,3.26,9819,TREASURY WINE ESTATES      
11420,Aresti Est Chardonnay,10.99,750mL,750,2,3.39,90024,VINILANDIA USA             
11440,Peter Vella Sangria B/B,13.99,5000mL,5000,2,9.14,3252,E & J GALLO WINERY         
11449,Cambridge & Sunset Pnt Nr,16.99,750mL,750,2,8.84,10754,PERFECTA WINES             
11456,Burgess Cab Svgn Napa,35.99,750mL,750,2,22.72,4425,MARTIGNETTI COMPANIES
11480,Candia Vyds Noiret Vault RSV,14.99,750mL,750,2,10.06,90046,CANDIA VINEYARDS           
11488,C K Mondavi Cab Svgn,10.99,1500mL,1500,2,7.53,2000,SOUTHERN WINE & SPIRITS NE 
11499,C Krug Cab Svgn,30.99,750mL,750,2,18.24,2000,SOUTHERN WINE & SPIRITS NE 
11698,Lamberti Prosecco X Dry,11.99,750mL,750,2,7.84,9744,FREDERICK WILDMAN & SONS   
11771,Palagetto Sottobosco Rosso,29.99,750mL,750,2,19.17,7153,PINE STATE TRADING CO      
11819,Pacific Rim Vin de Glaci Rsl,15.99,375mL,375,2,10.34,9165,ULTRA BEVERAGE COMPANY LLP 
11825,Cupcake Cab Svgn,6.99,750mL,750,2,4.66,9815,WINE GROUP INC             
11826,Cupcake Chard,6.99,750mL,750,2,4.72,9815,WINE GROUP INC             
11827,Cupcake Merlot,6.99,750mL,750,2,4.76,9815,WINE GROUP INC             
11828,Cupcake Svgn Bl,6.99,750mL,750,2,3.97,9815,WINE GROUP INC             
11888,Penfolds Koonunga Hills Shir,10.99,750mL,750,2,7.53,4425,MARTIGNETTI COMPANIES
11957,Souverain Cab Svgn N Cst,14.99,750mL,750,2,9.93,3252,E & J GALLO WINERY         
11970,Zaccagnini Montepulciano Rsv,18.99,750mL,750,2,7.71,2000,SOUTHERN WINE & SPIRITS NE 
12024,Terre Rouge Syrah Les Cotes,18.99,750mL,750,2,11.56,90024,VINILANDIA USA             
12069,Gnarly Head Pnt Grigio,7.99,750mL,750,2,5.33,2242,DELICATO VINEYARDS INC     
12078,F Coppola Votre Sante Pnt Nr,11.99,750mL,750,2,7.48,2000,SOUTHERN WINE & SPIRITS NE 
12086,Candia Vyds Classic Cab Svgn,13.99,750mL,750,2,9.65,90046,CANDIA VINEYARDS           
12111,LaBelle Winery Cranberry,15.99,750mL,750,2,10.73,90032,LABELLE VYDS AND WINERY    
12116,Lindemans Bin 85 Pnt Grigio,11.99,1500mL,1500,2,7.74,4425,MARTIGNETTI COMPANIES
12123,Barefoot Cellars Rsl,6.29,750mL,750,2,3.37,3252,E & J GALLO WINERY         
12140,Natura Valle Svgn Bl Casabla,9.99,750mL,750,2,5.91,516,BANFI PRODUCTS CORP        
12147,Sterling Vintners CA Meritag,7.95,750mL,750,2,5.26,1590,DIAGEO CHATEAU ESTATE WINES
12155,Root 1 Carmenere,9.99,750mL,750,2,6.7,7153,PINE STATE TRADING CO      
12191,M & R Sparkling Rose,13.99,750mL,750,2,6.66,480,BACARDI USA INC            
12192,Meander Cab Svgn Napa Vly,59.99,750mL,750,2,39.47,9165,ULTRA BEVERAGE COMPANY LLP 
12211,Black Box Rsl,16.99,3000mL,3000,2,11.03,1392,CONSTELLATION BRANDS INC   
12212,Black Box Svgn Bl,16.99,3000mL,3000,2,10.52,1392,CONSTELLATION BRANDS INC   
12213,Evodia Garnacha Old Vine,8.99,750mL,750,2,5.29,9552,M S WALKER INC             
12216,Da Vinci Pnt Grigio,9.99,750mL,750,2,6.66,3252,E & J GALLO WINERY         
12220,Angeline Pnt Nr,12.99,750mL,750,2,5.48,9552,M S WALKER INC             
12227,Korbel Sweet Rose,12.99,750mL,750,2,8.44,1128,BROWN-FORMAN CORP          
12235,Murrieta's Well The Spur,24.99,750mL,750,2,13.99,2000,SOUTHERN WINE & SPIRITS NE 
12270,Wente Louis Mel Svgn Bl,12.99,750mL,750,2,8.72,2000,SOUTHERN WINE & SPIRITS NE 
12310,Napa Cellars Pnt Nr Napa,18.99,750mL,750,2,12.24,8892,TRINCHERO FAMILY ESTATES   
12343,Bota Box Znfdl,17.99,3000mL,3000,2,11.18,2242,DELICATO VINEYARDS INC     
12387,Desert Wind Cab Svgn,15.99,750mL,750,2,10.8,10754,PERFECTA WINES             
12415,Callia Alta Pnt Grigio,8.99,750mL,750,2,6.12,6785,PALM BAY INTERNATIONAL INC 
12416,Callia Alta Malbec,8.99,750mL,750,2,5.26,6785,PALM BAY INTERNATIONAL INC 
12450,Cellar No 8 Pnt Nr,7.99,750mL,750,2,5.22,9819,TREASURY WINE ESTATES      
12473,Ch Beauchene CDR White RSV,11.99,750mL,750,2,7.99,10754,PERFECTA WINES             
12478,Commanderie Bargmn Prov Rose,16.99,750mL,750,2,10.96,10754,PERFECTA WINES             
12479,Geyser Peak Cab Svgn,15.99,750mL,750,2,7.94,2000,SOUTHERN WINE & SPIRITS NE 
12495,Cupcake Malbec,6.99,750mL,750,2,4.66,9815,WINE GROUP INC             
12520,Pavao Vinho Verde Adegas Wh,6.99,750mL,750,2,4.72,9552,M S WALKER INC             
12539,Croix de Basson Rose Organic,13.99,750mL,750,2,9.08,4425,MARTIGNETTI COMPANIES
12586,C Y Toro Frontera Malbec,8.99,1500mL,1500,2,4.82,516,BANFI PRODUCTS CORP        
12666,Carpineto Dogajolo Tuscan Wh,11.99,750mL,750,2,6.7,9165,ULTRA BEVERAGE COMPANY LLP 
12685,Brazin Old Vine Znfdl Lodi,14.99,750mL,750,2,8.38,2242,DELICATO VINEYARDS INC     
12747,Barefoot Cellars Pnt Nr,6.29,750mL,750,2,3.28,3252,E & J GALLO WINERY         
12771,Joel Gott Cab Svgn 815,12.99,750mL,750,2,8.44,8892,TRINCHERO FAMILY ESTATES   
12772,Joel Gott Chard,13.99,750mL,750,2,9.2,8892,TRINCHERO FAMILY ESTATES   
12773,Joel Gott Znfdl,14.99,750mL,750,2,9.99,8892,TRINCHERO FAMILY ESTATES   
12901,Madria Sangria,7.99,1500mL,1500,2,5.19,3252,E & J GALLO WINERY         
12924,Cartlidge & Browne Pnt Nr,12.99,750mL,750,2,8.66,9165,ULTRA BEVERAGE COMPANY LLP 
12943,Middle Sister Drama Queen Pi,9.99,750mL,750,2,4.6,9165,ULTRA BEVERAGE COMPANY LLP 
12945,Middle Sister Mischief Maker,9.99,750mL,750,2,6.75,9165,ULTRA BEVERAGE COMPANY LLP 
12951,Purple Cowboy Red,9.99,750mL,750,2,6.7,9165,ULTRA BEVERAGE COMPANY LLP 
12994,Acrobat Pnt Gris Oregon,12.99,750mL,750,2,8.16,4425,MARTIGNETTI COMPANIES
13008,Firestone Svgn Blanc,7.99,750mL,750,2,5.15,4425,MARTIGNETTI COMPANIES
13081,Dom Ferret Pouilly Fuisse,32.99,750mL,750,2,20.25,4692,KOBRAND CORPORATION        
13097,Menage a Trois Chard,9.99,750mL,750,2,5.99,8892,TRINCHERO FAMILY ESTATES   
13123,Colosi Nero D'Avola Sicilia,12.99,750mL,750,2,8.72,9552,M S WALKER INC             
13124,Shaya Verdejo Old Vines Whit,14.99,750mL,750,2,8.78,9552,M S WALKER INC             
13141,Noble Vines 181 Merlot Lodi,10.99,750mL,750,2,7.18,2242,DELICATO VINEYARDS INC     
13163,Barefoot Bubbly Moscato,7.99,750mL,750,2,5.47,3252,E & J GALLO WINERY         
13183,Alpataco Malbec,15.99,750mL,750,2,10.8,10754,PERFECTA WINES             
13225,Alphonse Dolly Sancerre Cvee,22.99,750mL,750,2,13.6,90024,VINILANDIA USA             
13258,ChocoVine,9.99,750mL,750,2,6.49,9165,ULTRA BEVERAGE COMPANY LLP 
13268,Backhouse Chard,5.99,750mL,750,2,3.86,7153,PINE STATE TRADING CO      
13278,Sonoma-Cutrer Pnt Nr,29.99,750mL,750,2,19.86,1128,BROWN-FORMAN CORP          
13303,Plungerhead Znfdl Lodi,12.99,750mL,750,2,8.96,653,STATE WINE & SPIRITS   
13393,Debauchery Carmenere,11.99,750mL,750,2,6.07,9165,ULTRA BEVERAGE COMPANY LLP 
13395,Debauchery Svgn Bl,13.99,750mL,750,2,9.2,9165,ULTRA BEVERAGE COMPANY LLP 
13397,Dom Seguinot-Bordet Chablis,21.99,750mL,750,2,13.69,90024,VINILANDIA USA             
13421,Liberty School Cuvee Red CC,6.99,750mL,750,2,4.54,4425,MARTIGNETTI COMPANIES
13422,Gnarly Head Pnt Nr,9.99,750mL,750,2,6.45,2242,DELICATO VINEYARDS INC     
13430,Agua de Piedra Malbec Selccn,11.99,750mL,750,2,5.91,7153,PINE STATE TRADING CO      
13451,Clifford Bay Svgn Bl Marlbor,12.99,750mL,750,2,8.05,4425,MARTIGNETTI COMPANIES
13454,Eden Heirloom Blnd Ice Cider,26.99,375mL,375,2,17,90047,CRUSH WINES                
13458,Ch Ste Michelle Harvest Rsl,8.99,750mL,750,2,5.99,8673,STE MICHELLE WINE ESTATES  
13461,R M Woodbridge Moscato,8.99,1500mL,1500,2,5.88,1392,CONSTELLATION BRANDS INC   
13487,Brancaia Tre Rosso Toscana,17.99,750mL,750,2,12.32,3252,E & J GALLO WINERY         
13497,Mohua Svgn Bl Marlboro,10.99,750mL,750,2,6.8,1587,VINEYARD BRANDS INC        
13498,Riva Rey Tempranillo,6.99,750mL,750,2,4.63,1587,VINEYARD BRANDS INC        
13553,Merry Edwards Svgn Bl RRV,36.99,750mL,750,2,25.34,4425,MARTIGNETTI COMPANIES
13594,Bliss Chard,11.99,750mL,750,2,8.16,90047,CRUSH WINES                
13619,Quinta do Noval Black Port,18.99,750mL,750,2,12.07,4425,MARTIGNETTI COMPANIES
13637,Charles Smith Eve WA Chard,11.99,750mL,750,2,8.16,10754,PERFECTA WINES             
13638,Charles Smith Velvet Dev Mer,11.99,750mL,750,2,8.27,10754,PERFECTA WINES             
13651,Fontanafredda Briccotondo,13.99,750mL,750,2,9.03,4425,MARTIGNETTI COMPANIES
13661,Duckhorn Decoy Pnt Nr,21.99,750mL,750,2,11.61,4425,MARTIGNETTI COMPANIES
13663,Duckhorn Decoy Znfdl Napa Vl,21.99,750mL,750,2,11.38,4425,MARTIGNETTI COMPANIES
13665,Josh Cellars Chard,12.99,750mL,750,2,8.96,4425,MARTIGNETTI COMPANIES
13693,Toasted Head Untamed Red,10.99,750mL,750,2,7.58,1392,CONSTELLATION BRANDS INC   
13695,Red Rock Winery Malbec,8.99,750mL,750,2,6.16,3252,E & J GALLO WINERY         
13708,Bota Box Cab Svgn,17.99,3000mL,3000,2,11.33,2242,DELICATO VINEYARDS INC     
13718,Redwood Creek Malbec,10.99,1500mL,1500,2,7.28,3252,E & J GALLO WINERY         
13723,Big House Red,17.99,3000mL,3000,2,11.56,9815,WINE GROUP INC             
13767,Catena Vista Flores Malbec,13.99,750mL,750,2,9.45,9552,M S WALKER INC             
13792,The Wolftrap Syrah Vio Mourv,9.99,750mL,750,2,6.16,1587,VINEYARD BRANDS INC        
13793,Yellow Tail Svgn Bl,9.99,1500mL,1500,2,6.8,4425,MARTIGNETTI COMPANIES
13807,Oh Schist Rsl,8.99,750mL,750,2,5.95,9552,M S WALKER INC             
13836,R Mondavi Private Sel Pnt Nr,17.99,1500mL,1500,2,10.73,1392,CONSTELLATION BRANDS INC   
13837,C Y Toro Frontera Pnt Grigio,8.99,1500mL,1500,2,5.73,516,BANFI PRODUCTS CORP        
13895,Mohua Pinot Noir,16.99,750mL,750,2,10.27,1587,VINEYARD BRANDS INC        
13899,Hogue Genesis Meritage,15.99,750mL,750,2,10.45,1392,CONSTELLATION BRANDS INC   
13940,Black Box Malbec,16.99,3000mL,3000,2,10.45,1392,CONSTELLATION BRANDS INC   
13958,Charles & Charles Red,11.99,750mL,750,2,7.18,8892,TRINCHERO FAMILY ESTATES   
13963,Yellow Tail Pnt Nr,9.99,1500mL,1500,2,6.75,4425,MARTIGNETTI COMPANIES
13968,Spellbound Chard,12.99,750mL,750,2,8.38,9165,ULTRA BEVERAGE COMPANY LLP 
13981,Alverdi Pnt Grigio,8.99,750mL,750,2,5.26,9165,ULTRA BEVERAGE COMPANY LLP 
13985,Luiano Chianti Clsc,11.99,375mL,375,2,7.53,9165,ULTRA BEVERAGE COMPANY LLP 
13991,Colombo Cape Bleue Rose VdP,9.99,750mL,750,2,6.57,6785,PALM BAY INTERNATIONAL INC 
13994,Banfi Chianti Superiore,9.99,750mL,750,2,5.8,516,BANFI PRODUCTS CORP        
14004,Layer Cake Virgin Chard,12.99,750mL,750,2,8.9,4425,MARTIGNETTI COMPANIES
14006,Apothic Winemakers Red Blend,9.99,750mL,750,2,5.44,3252,E & J GALLO WINERY         
14008,Cigar Box Malbec Mendoza,11.99,750mL,750,2,8.1,9552,M S WALKER INC             
14054,Seaglass Rsl,8.99,750mL,750,2,6.07,8892,TRINCHERO FAMILY ESTATES   
14067,Braide Grande P Grigio Livon,23.99,750mL,750,2,15.48,7153,PINE STATE TRADING CO      
14078,Bota Box Malbec,17.99,3000mL,3000,2,11.25,2242,DELICATO VINEYARDS INC     
14129,14 Hands Hot to Trot Red,8.95,750mL,750,2,6.01,8673,STE MICHELLE WINE ESTATES  
14184,Ch M Vert Lussac St Emilion,14.99,750mL,750,2,8.72,7153,PINE STATE TRADING CO      
14194,Caparzo Brnllo di Montalcino,37.99,750mL,750,2,25.5,4425,MARTIGNETTI COMPANIES
14240,Ninety+Cellars Lot 2 Svgn Bl,8.99,750mL,750,2,5.36,4950,LATITUDE BEVERAGE COMPANY  
14250,Ruta 22 Malbec,11.99,750mL,750,2,6.62,4425,MARTIGNETTI COMPANIES
14280,Cupcake Shiraz,8.99,750mL,750,2,4.96,9815,WINE GROUP INC             
14300,Masi Passo Doble,11.99,750mL,750,2,7.43,9165,ULTRA BEVERAGE COMPANY LLP 
14342,Cupcake Pnt Nr,6.99,750mL,750,2,4.6,9815,WINE GROUP INC             
14357,Chilensis Pnt Nr,9.99,750mL,750,2,6.8,90037,THE PIERPONT GROUP LLC     
14363,Educated Guess Cab Svgn Napa,20.99,750mL,750,2,13.51,4425,MARTIGNETTI COMPANIES
14381,LaBelle Winery Riesling,15.99,750mL,750,2,10.52,90032,LABELLE VYDS AND WINERY    
14382,LaBelle Winery Raspberry,15.99,375mL,375,2,10.59,90032,LABELLE VYDS AND WINERY    
14383,LaBelle Winery Granite Red,15.99,750mL,750,2,10.32,90032,LABELLE VYDS AND WINERY    
14393,Ch Montaud Cotes de Prov Rse,10.99,750mL,750,2,6.5,7153,PINE STATE TRADING CO      
14416,J Lohr Falcons Perch Pnt Nr,12.99,750mL,750,2,8.9,4425,MARTIGNETTI COMPANIES
14433,F Coppola Rosso Bianco Chard,8.99,750mL,750,2,5.8,2000,SOUTHERN WINE & SPIRITS NE 
14437,Byron Santa Barbara Pnt Nr,19.99,750mL,750,2,11.68,9552,M S WALKER INC             
14439,Barefoot Sweet Red,6.29,750mL,750,2,3.42,3252,E & J GALLO WINERY         
14457,Scagliola Mati Barbera,12.99,750mL,750,2,7.74,90024,VINILANDIA USA             
14471,De Loach Merlot Cal,11.99,750mL,750,2,6.49,4425,MARTIGNETTI COMPANIES
14475,Belcreme de Lys Chard,12.99,750mL,750,2,6.57,1590,DIAGEO CHATEAU ESTATE WINES
14539,Dom de Dionysos La Deveze,14.99,750mL,750,2,10.06,4425,MARTIGNETTI COMPANIES
14620,Bodega Elena de Mendoza Mlbc,6.99,750mL,750,2,4.76,3252,E & J GALLO WINERY         
14622,La Marca Prosecco,12.99,750mL,750,2,8.66,3252,E & J GALLO WINERY         
14623,The Naked Grape Pnt Grigio,6.99,750mL,750,2,4.69,3252,E & J GALLO WINERY         
14624,The Naked Grape Pnt Nr,6.99,750mL,750,2,4.57,3252,E & J GALLO WINERY         
14657,The Shepherd Svgn Bl,12.99,750mL,750,2,8.49,10754,PERFECTA WINES             
14663,Spellbound Merlot,15.99,750mL,750,2,8.78,9165,ULTRA BEVERAGE COMPANY LLP 
14672,Duckhorn Decoy Cab Svgn,21.99,750mL,750,2,11.61,4425,MARTIGNETTI COMPANIES
14688,Ferrari-Carano RSV Chard,35.99,750mL,750,2,23.8,2000,SOUTHERN WINE & SPIRITS NE 
14701,Cupcake Red Velvet,6.99,750mL,750,2,4.57,9815,WINE GROUP INC             
14703,Casa Ferreirinha Esteva Doro,11.99,750mL,750,2,7.58,90024,VINILANDIA USA             
14704,Rex Goliath Free Range Red,7.99,750mL,750,2,3.94,1392,CONSTELLATION BRANDS INC   
14706,Cupcake Prosecco,8.99,750mL,750,2,4.6,9815,WINE GROUP INC             
14710,Ch Tanunda Gr Barossa Shiraz,15.99,750mL,750,2,10.38,516,BANFI PRODUCTS CORP        
14711,Ch Tanunda Gr Barossa Rsl,11.99,750mL,750,2,6.57,516,BANFI PRODUCTS CORP        
14805,Ninety+Cellars Lot 23 Malbec,8.99,750mL,750,2,5.8,4950,LATITUDE BEVERAGE COMPANY  
14811,Primaterra Pnt Nr,10.99,750mL,750,2,7.53,10754,PERFECTA WINES             
14838,Layer Cake Cab Svgn,14.99,750mL,750,2,7.71,4425,MARTIGNETTI COMPANIES
14852,Mooiplaas The Bean Pinotage,12.99,750mL,750,2,8.16,90047,CRUSH WINES                
14895,Vendange Pnt Grigio,9.99,1500mL,1500,2,5.15,1392,CONSTELLATION BRANDS INC   
14920,Broadbent Gruner Veltliner,12.99,1000mL,1000,2,7.84,90024,VINILANDIA USA             
14930,Yellow Tail Moscato,9.99,1500mL,1500,2,5.93,4425,MARTIGNETTI COMPANIES
14974,Mantane Primitivo Puglio,12.99,750mL,750,2,8.9,4425,MARTIGNETTI COMPANIES
14975,Cavit Moscato,6.99,750mL,750,2,4.07,6785,PALM BAY INTERNATIONAL INC 
14983,Ken Wright Clrs Willa Pnt Nr,26.99,750mL,750,2,17.8,10754,PERFECTA WINES             
14991,Banshee Pnt Nr Sonoma Cnty,19.99,750mL,750,2,11.99,9552,M S WALKER INC             
15007,Sean Minor Carneros Pnt Nr,19.99,750mL,750,2,13.79,4425,MARTIGNETTI COMPANIES
15043,Cuvee Aurora Rose Sparkling,22.99,750mL,750,2,15.75,516,BANFI PRODUCTS CORP        
15057,Cono Sur Organic Cab Svgn,9.99,750mL,750,2,6.8,1587,VINEYARD BRANDS INC        
15058,Cono Sur Organic Svgn Bl,8.99,750mL,750,2,5.95,1587,VINEYARD BRANDS INC        
15059,Cono Sur Organic Chard,8.99,750mL,750,2,6.2,1587,VINEYARD BRANDS INC        
15076,Cigar Box Cab Svgn Valle Cen,11.99,750mL,750,2,7.74,9552,M S WALKER INC             
15092,Anne Amie Pnt Nr,29.99,750mL,750,2,16.44,90047,CRUSH WINES                
15105,Kendall Jackson Avant Chard,10.99,750mL,750,2,6.86,10000,MAJESTIC FINE WINES        
15138,Black Stallion Cab Svgn Napa,23.99,750mL,750,2,15.58,2242,DELICATO VINEYARDS INC     
15139,Massimo Malbec Mendoza,9.99,750mL,750,2,6.66,2242,DELICATO VINEYARDS INC     
15146,Achaval Ferrer Malbec,19.99,750mL,750,2,12.92,8664,"STOLI GROUP,(USA) LLC      "
15168,Durigutti Malbec Mendoza,14.99,750mL,750,2,9.73,10754,PERFECTA WINES             
15192,Folonari Moscato,14.99,1500mL,1500,2,8.27,9744,FREDERICK WILDMAN & SONS   
15205,Beringer Cab Svgn Napa Vly,29.99,750mL,750,2,17.76,9819,TREASURY WINE ESTATES      
15226,Veramonte Ritual Pnt Nr,19.99,750mL,750,2,8.84,4425,MARTIGNETTI COMPANIES
15229,The Prisoner Red Napa Valley,40.99,750mL,750,2,26.11,1392,CONSTELLATION BRANDS INC   
15230,Faust Cab Svgn Napa Valley,51.99,750mL,750,2,32.46,4425,MARTIGNETTI COMPANIES
15264,Bridlewood Cab Svgn,13.99,750mL,750,2,9.52,3252,E & J GALLO WINERY         
15265,The Naked Grape Cab Svgn,6.99,750mL,750,2,4.76,3252,E & J GALLO WINERY         
15290,Backhouse Pnt Nr,5.99,750mL,750,2,3.99,7153,PINE STATE TRADING CO      
15291,Flip Flop Cab Svgn,5.99,750mL,750,2,3.35,9815,WINE GROUP INC             
15295,Flip Flop Pnt Grigio,5.99,750mL,750,2,3.44,9815,WINE GROUP INC             
15314,Korbel Sweet Cuvee,12.99,750mL,750,2,8.96,1128,BROWN-FORMAN CORP          
15315,Middle Sister Sweet & Sassy,9.99,750mL,750,2,6.57,9165,ULTRA BEVERAGE COMPANY LLP 
15321,Blufeld Rsl,8.99,750mL,750,2,5.99,1392,CONSTELLATION BRANDS INC   
15334,Brotte La Griveliere CDR,9.99,750mL,750,2,6.07,9165,ULTRA BEVERAGE COMPANY LLP 
15355,Decoy Duckhorn Chard Sonoma,15.99,750mL,750,2,9.12,4425,MARTIGNETTI COMPANIES
15356,Seaglass Pnt Nr,9.99,750mL,750,2,6.45,8892,TRINCHERO FAMILY ESTATES   
15393,Cupcake Pnt Grigio,6.99,750mL,750,2,4.51,9815,WINE GROUP INC             
15428,Ruffino Prosecco Sparkling,11.99,750mL,750,2,7.94,1392,CONSTELLATION BRANDS INC   
15482,C Y Toro Frontera Carmenere,8.99,1500mL,1500,2,5.96,516,BANFI PRODUCTS CORP        
15503,Opici Sangria,12.99,3000mL,3000,2,8.6,9165,ULTRA BEVERAGE COMPANY LLP 
15509,Mollydooker Maitre D Cab Svg,25.99,750mL,750,2,17.23,90047,CRUSH WINES                
15527,Roscato Rosso,9.99,750mL,750,2,6.57,6785,PALM BAY INTERNATIONAL INC 
15528,Cannonball Chard,14.99,750mL,750,2,9.33,4425,MARTIGNETTI COMPANIES
15548,Seaglass Chard,8.99,750mL,750,2,6.07,8892,TRINCHERO FAMILY ESTATES   
15549,CastelGiocondo Brunello 07,39.99,750mL,750,2,27.58,9165,ULTRA BEVERAGE COMPANY LLP 
15550,Talbott Pnt Nr Santa Lucia,28.99,750mL,750,2,19.2,3252,E & J GALLO WINERY         
15575,Monte Faliesi Falanghina,8.99,750mL,750,2,5.88,9165,ULTRA BEVERAGE COMPANY LLP 
15584,Ch Vrai Caillou Wh Brdx,11.99,750mL,750,2,6.49,10754,PERFECTA WINES             
15619,Beringer Classic Red Moscato,5.99,750mL,750,2,3.35,9819,TREASURY WINE ESTATES      
15651,Villa d Anges Old Vines Rose,13.99,750mL,750,2,9.58,10754,PERFECTA WINES             
15675,Six Hats Shiraz,10.99,750mL,750,2,7.28,653,STATE WINE & SPIRITS   
15729,Copa di Vino Pnt Grigio,2.49,187mL,187,2,1.66,2000,SOUTHERN WINE & SPIRITS NE 
15743,Bodegas Izadi Tempranillo Rd,17.99,750mL,750,2,10.38,9552,M S WALKER INC             
15748,Rioja Vega Tempranillo Garna,8.99,750mL,750,2,5.44,1392,CONSTELLATION BRANDS INC   
15812,Diseno Torrontes Salta,11.99,750mL,750,2,4.54,1392,CONSTELLATION BRANDS INC   
15824,Nozzole Chianti Clsc RSV,18.99,750mL,750,2,10.73,4692,KOBRAND CORPORATION        
15827,Frisk Prickly Rsl,9.99,750mL,750,2,6.75,4425,MARTIGNETTI COMPANIES
15837,Ninety+Cellars Lot 37 Shiraz,9.99,750mL,750,2,5.26,4950,LATITUDE BEVERAGE COMPANY  
15838,Ravines Finger Rsl Lakes,17.99,750mL,750,2,11.03,90047,CRUSH WINES                
15871,Cyan Toro Zamora,15.99,750mL,750,2,10.95,10754,PERFECTA WINES             
15875,Ranga Ranga Svgn Bl,11.99,750mL,750,2,7.18,10754,PERFECTA WINES             
15876,3 Brooms Svgn Bl Marlborough,13.99,750mL,750,2,9.65,10754,PERFECTA WINES             
15889,R M Woodbridge Malbec,8.99,1500mL,1500,2,5.95,1392,CONSTELLATION BRANDS INC   
15891,Farnum Hill Dooryard Cider,11.99,750mL,750,2,8.1,90027,POVERTY LANE ORCHARDS      
15892,Red Guitar Sangria,4.99,750mL,750,2,3.37,1392,CONSTELLATION BRANDS INC   
15970,Alexana Revana Vyd Pnt Nr,32.99,750mL,750,2,21.42,9165,ULTRA BEVERAGE COMPANY LLP 
15971,Revana Cab Svgn Napa Vly,109.99,750mL,750,2,71.89,9165,ULTRA BEVERAGE COMPANY LLP 
